pair_id,scene,frame,split,synthetic_path,real_path,width,height
e1_000000,e1,000000,train,data/synthetic/train/images/e1_000000.png,data/real/train/images/e1_000000.png,544,368
e1_000001,e1,000001,train,data/synthetic/val/images/e1_000001.png,data/real/val/images/e1_000001.png,544,368
e1_000002,e1,000002,train,data/synthetic/val/images/e1_000002.png,data/real/val/images/e1_000002.png,544,368
e1_000003,e1,000003,train,data/synthetic/train/images/e1_000003.png,data/real/train/images/e1_000003.png,544,368
e1_000004,e1,000004,train,data/synthetic/val/images/e1_000004.png,data/real/val/images/e1_000004.png,544,368
e1_000005,e1,000005,train,data/synthetic/val/images/e1_000005.png,data/real/val/images/e1_000005.png,544,368
e1_000006,e1,000006,train,data/synthetic/train/images/e1_000006.png,data/real/train/images/e1_000006.png,544,368
e1_000007,e1,000007,train,data/synthetic/train/images/e1_000007.png,data/real/train/images/e1_000007.png,544,368
e1_000008,e1,000008,train,data/synthetic/val/images/e1_000008.png,data/real/val/images/e1_000008.png,544,368
e1_000009,e1,000009,train,data/synthetic/val/images/e1_000009.png,data/real/val/images/e1_000009.png,544,368
e1_000010,e1,000010,train,data/synthetic/train/images/e1_000010.png,data/real/train/images/e1_000010.png,544,368
e1_000011,e1,000011,train,data/synthetic/train/images/e1_000011.png,data/real/train/images/e1_000011.png,544,368
e1_000012,e1,000012,train,data/synthetic/train/images/e1_000012.png,data/real/train/images/e1_000012.png,544,368
e1_000013,e1,000013,train,data/synthetic/train/images/e1_000013.png,data/real/train/images/e1_000013.png,544,368
e1_000014,e1,000014,train,data/synthetic/val/images/e1_000014.png,data/real/val/images/e1_000014.png,544,368
e1_000015,e1,000015,train,data/synthetic/train/images/e1_000015.png,data/real/train/images/e1_000015.png,544,368
e1_000016,e1,000016,train,data/synthetic/train/images/e1_000016.png,data/real/train/images/e1_000016.png,544,368
e1_000017,e1,000017,train,data/synthetic/train/images/e1_000017.png,data/real/train/images/e1_000017.png,544,368
e1_000018,e1,000018,train,data/synthetic/val/images/e1_000018.png,data/real/val/images/e1_000018.png,544,368
e1_000019,e1,000019,train,data/synthetic/val/images/e1_000019.png,data/real/val/images/e1_000019.png,544,368
e1_000020,e1,000020,train,data/synthetic/train/images/e1_000020.png,data/real/train/images/e1_000020.png,544,368
e1_000021,e1,000021,train,data/synthetic/train/images/e1_000021.png,data/real/train/images/e1_000021.png,544,368
e1_000022,e1,000022,train,data/synthetic/val/images/e1_000022.png,data/real/val/images/e1_000022.png,544,368
e1_000023,e1,000023,train,data/synthetic/train/images/e1_000023.png,data/real/train/images/e1_000023.png,544,368
e1_000024,e1,000024,train,data/synthetic/train/images/e1_000024.png,data/real/train/images/e1_000024.png,544,368
e1_000025,e1,000025,train,data/synthetic/train/images/e1_000025.png,data/real/train/images/e1_000025.png,544,368
e1_000026,e1,000026,train,data/synthetic/train/images/e1_000026.png,data/real/train/images/e1_000026.png,544,368
e1_000027,e1,000027,train,data/synthetic/val/images/e1_000027.png,data/real/val/images/e1_000027.png,544,368
e1_000028,e1,000028,train,data/synthetic/train/images/e1_000028.png,data/real/train/images/e1_000028.png,544,368
e1_000029,e1,000029,train,data/synthetic/val/images/e1_000029.png,data/real/val/images/e1_000029.png,544,368
e1_000030,e1,000030,train,data/synthetic/train/images/e1_000030.png,data/real/train/images/e1_000030.png,544,368
e1_000031,e1,000031,train,data/synthetic/val/images/e1_000031.png,data/real/val/images/e1_000031.png,544,368
e1_000032,e1,000032,train,data/synthetic/train/images/e1_000032.png,data/real/train/images/e1_000032.png,544,368
e1_000033,e1,000033,train,data/synthetic/train/images/e1_000033.png,data/real/train/images/e1_000033.png,544,368
e1_000034,e1,000034,train,data/synthetic/val/images/e1_000034.png,data/real/val/images/e1_000034.png,544,368
e1_000035,e1,000035,train,data/synthetic/train/images/e1_000035.png,data/real/train/images/e1_000035.png,544,368
e1_000036,e1,000036,train,data/synthetic/train/images/e1_000036.png,data/real/train/images/e1_000036.png,544,368
e1_000037,e1,000037,train,data/synthetic/train/images/e1_000037.png,data/real/train/images/e1_000037.png,544,368
e1_000038,e1,000038,train,data/synthetic/train/images/e1_000038.png,data/real/train/images/e1_000038.png,544,368
e1_000039,e1,000039,train,data/synthetic/val/images/e1_000039.png,data/real/val/images/e1_000039.png,544,368
e1_000040,e1,000040,train,data/synthetic/val/images/e1_000040.png,data/real/val/images/e1_000040.png,544,368
e1_000041,e1,000041,train,data/synthetic/train/images/e1_000041.png,data/real/train/images/e1_000041.png,544,368
e1_000042,e1,000042,train,data/synthetic/train/images/e1_000042.png,data/real/train/images/e1_000042.png,544,368
e1_000043,e1,000043,train,data/synthetic/train/images/e1_000043.png,data/real/train/images/e1_000043.png,544,368
e1_000044,e1,000044,train,data/synthetic/train/images/e1_000044.png,data/real/train/images/e1_000044.png,544,368
e1_000045,e1,000045,train,data/synthetic/val/images/e1_000045.png,data/real/val/images/e1_000045.png,544,368
e1_000046,e1,000046,train,data/synthetic/train/images/e1_000046.png,data/real/train/images/e1_000046.png,544,368
e1_000047,e1,000047,train,data/synthetic/val/images/e1_000047.png,data/real/val/images/e1_000047.png,544,368
e1_000048,e1,000048,train,data/synthetic/train/images/e1_000048.png,data/real/train/images/e1_000048.png,544,368
e1_000049,e1,000049,train,data/synthetic/train/images/e1_000049.png,data/real/train/images/e1_000049.png,544,368
e1_000050,e1,000050,train,data/synthetic/train/images/e1_000050.png,data/real/train/images/e1_000050.png,544,368
e1_000051,e1,000051,train,data/synthetic/train/images/e1_000051.png,data/real/train/images/e1_000051.png,544,368
e1_000052,e1,000052,train,data/synthetic/val/images/e1_000052.png,data/real/val/images/e1_000052.png,544,368
e1_000053,e1,000053,train,data/synthetic/val/images/e1_000053.png,data/real/val/images/e1_000053.png,544,368
e1_000054,e1,000054,train,data/synthetic/val/images/e1_000054.png,data/real/val/images/e1_000054.png,544,368
e1_000055,e1,000055,train,data/synthetic/val/images/e1_000055.png,data/real/val/images/e1_000055.png,544,368
e1_000056,e1,000056,train,data/synthetic/val/images/e1_000056.png,data/real/val/images/e1_000056.png,544,368
e1_000057,e1,000057,train,data/synthetic/train/images/e1_000057.png,data/real/train/images/e1_000057.png,544,368
e1_000058,e1,000058,train,data/synthetic/val/images/e1_000058.png,data/real/val/images/e1_000058.png,544,368
e1_000059,e1,000059,train,data/synthetic/train/images/e1_000059.png,data/real/train/images/e1_000059.png,544,368
e1_000060,e1,000060,train,data/synthetic/train/images/e1_000060.png,data/real/train/images/e1_000060.png,544,368
e1_000061,e1,000061,train,data/synthetic/val/images/e1_000061.png,data/real/val/images/e1_000061.png,544,368
e1_000062,e1,000062,train,data/synthetic/train/images/e1_000062.png,data/real/train/images/e1_000062.png,544,368
e1_000063,e1,000063,train,data/synthetic/train/images/e1_000063.png,data/real/train/images/e1_000063.png,544,368
e1_000064,e1,000064,train,data/synthetic/train/images/e1_000064.png,data/real/train/images/e1_000064.png,544,368
e1_000065,e1,000065,train,data/synthetic/train/images/e1_000065.png,data/real/train/images/e1_000065.png,544,368
e1_000066,e1,000066,train,data/synthetic/val/images/e1_000066.png,data/real/val/images/e1_000066.png,544,368
e1_000067,e1,000067,train,data/synthetic/train/images/e1_000067.png,data/real/train/images/e1_000067.png,544,368
e1_000068,e1,000068,train,data/synthetic/train/images/e1_000068.png,data/real/train/images/e1_000068.png,544,368
e1_000069,e1,000069,train,data/synthetic/train/images/e1_000069.png,data/real/train/images/e1_000069.png,544,368
e1_000070,e1,000070,train,data/synthetic/train/images/e1_000070.png,data/real/train/images/e1_000070.png,544,368
e1_000071,e1,000071,train,data/synthetic/train/images/e1_000071.png,data/real/train/images/e1_000071.png,544,368
e1_000072,e1,000072,train,data/synthetic/train/images/e1_000072.png,data/real/train/images/e1_000072.png,544,368
e1_000073,e1,000073,train,data/synthetic/train/images/e1_000073.png,data/real/train/images/e1_000073.png,544,368
e1_000074,e1,000074,train,data/synthetic/train/images/e1_000074.png,data/real/train/images/e1_000074.png,544,368
e1_000075,e1,000075,train,data/synthetic/val/images/e1_000075.png,data/real/val/images/e1_000075.png,544,368
e1_000076,e1,000076,train,data/synthetic/train/images/e1_000076.png,data/real/train/images/e1_000076.png,544,368
e1_000077,e1,000077,train,data/synthetic/train/images/e1_000077.png,data/real/train/images/e1_000077.png,544,368
e1_000078,e1,000078,train,data/synthetic/train/images/e1_000078.png,data/real/train/images/e1_000078.png,544,368
e1_000079,e1,000079,train,data/synthetic/train/images/e1_000079.png,data/real/train/images/e1_000079.png,544,368
e1_000080,e1,000080,train,data/synthetic/val/images/e1_000080.png,data/real/val/images/e1_000080.png,544,368
e1_000081,e1,000081,train,data/synthetic/train/images/e1_000081.png,data/real/train/images/e1_000081.png,544,368
e1_000082,e1,000082,train,data/synthetic/val/images/e1_000082.png,data/real/val/images/e1_000082.png,544,368
e1_000083,e1,000083,train,data/synthetic/train/images/e1_000083.png,data/real/train/images/e1_000083.png,544,368
e1_000084,e1,000084,train,data/synthetic/train/images/e1_000084.png,data/real/train/images/e1_000084.png,544,368
e1_000085,e1,000085,train,data/synthetic/val/images/e1_000085.png,data/real/val/images/e1_000085.png,544,368
e1_000086,e1,000086,train,data/synthetic/train/images/e1_000086.png,data/real/train/images/e1_000086.png,544,368
e1_000087,e1,000087,train,data/synthetic/train/images/e1_000087.png,data/real/train/images/e1_000087.png,544,368
e1_000088,e1,000088,train,data/synthetic/train/images/e1_000088.png,data/real/train/images/e1_000088.png,544,368
e1_000089,e1,000089,train,data/synthetic/val/images/e1_000089.png,data/real/val/images/e1_000089.png,544,368
e1_000090,e1,000090,train,data/synthetic/train/images/e1_000090.png,data/real/train/images/e1_000090.png,544,368
e1_000091,e1,000091,train,data/synthetic/train/images/e1_000091.png,data/real/train/images/e1_000091.png,544,368
e1_000092,e1,000092,train,data/synthetic/val/images/e1_000092.png,data/real/val/images/e1_000092.png,544,368
e1_000093,e1,000093,train,data/synthetic/train/images/e1_000093.png,data/real/train/images/e1_000093.png,544,368
e1_000094,e1,000094,train,data/synthetic/train/images/e1_000094.png,data/real/train/images/e1_000094.png,544,368
e1_000095,e1,000095,train,data/synthetic/train/images/e1_000095.png,data/real/train/images/e1_000095.png,544,368
e1_000096,e1,000096,train,data/synthetic/val/images/e1_000096.png,data/real/val/images/e1_000096.png,544,368
e1_000097,e1,000097,train,data/synthetic/train/images/e1_000097.png,data/real/train/images/e1_000097.png,544,368
e1_000098,e1,000098,train,data/synthetic/train/images/e1_000098.png,data/real/train/images/e1_000098.png,544,368
e1_000099,e1,000099,train,data/synthetic/train/images/e1_000099.png,data/real/train/images/e1_000099.png,544,368
e1_000100,e1,000100,train,data/synthetic/train/images/e1_000100.png,data/real/train/images/e1_000100.png,544,368
e1_000101,e1,000101,train,data/synthetic/train/images/e1_000101.png,data/real/train/images/e1_000101.png,544,368
e1_000102,e1,000102,train,data/synthetic/train/images/e1_000102.png,data/real/train/images/e1_000102.png,544,368
e1_000103,e1,000103,train,data/synthetic/train/images/e1_000103.png,data/real/train/images/e1_000103.png,544,368
e1_000104,e1,000104,train,data/synthetic/train/images/e1_000104.png,data/real/train/images/e1_000104.png,544,368
e1_000105,e1,000105,train,data/synthetic/train/images/e1_000105.png,data/real/train/images/e1_000105.png,544,368
e1_000106,e1,000106,train,data/synthetic/train/images/e1_000106.png,data/real/train/images/e1_000106.png,544,368
e1_000107,e1,000107,train,data/synthetic/val/images/e1_000107.png,data/real/val/images/e1_000107.png,544,368
e1_000108,e1,000108,train,data/synthetic/val/images/e1_000108.png,data/real/val/images/e1_000108.png,544,368
e1_000109,e1,000109,train,data/synthetic/train/images/e1_000109.png,data/real/train/images/e1_000109.png,544,368
e1_000110,e1,000110,train,data/synthetic/train/images/e1_000110.png,data/real/train/images/e1_000110.png,544,368
e1_000111,e1,000111,train,data/synthetic/train/images/e1_000111.png,data/real/train/images/e1_000111.png,544,368
e1_000112,e1,000112,train,data/synthetic/train/images/e1_000112.png,data/real/train/images/e1_000112.png,544,368
e1_000113,e1,000113,train,data/synthetic/val/images/e1_000113.png,data/real/val/images/e1_000113.png,544,368
e1_000114,e1,000114,train,data/synthetic/val/images/e1_000114.png,data/real/val/images/e1_000114.png,544,368
e1_000115,e1,000115,train,data/synthetic/train/images/e1_000115.png,data/real/train/images/e1_000115.png,544,368
e1_000116,e1,000116,train,data/synthetic/train/images/e1_000116.png,data/real/train/images/e1_000116.png,544,368
e1_000117,e1,000117,train,data/synthetic/train/images/e1_000117.png,data/real/train/images/e1_000117.png,544,368
e1_000118,e1,000118,train,data/synthetic/train/images/e1_000118.png,data/real/train/images/e1_000118.png,544,368
e1_000119,e1,000119,train,data/synthetic/train/images/e1_000119.png,data/real/train/images/e1_000119.png,544,368
e1_000120,e1,000120,train,data/synthetic/train/images/e1_000120.png,data/real/train/images/e1_000120.png,544,368
e1_000121,e1,000121,train,data/synthetic/train/images/e1_000121.png,data/real/train/images/e1_000121.png,544,368
e1_000122,e1,000122,train,data/synthetic/val/images/e1_000122.png,data/real/val/images/e1_000122.png,544,368
e1_000123,e1,000123,train,data/synthetic/train/images/e1_000123.png,data/real/train/images/e1_000123.png,544,368
e1_000124,e1,000124,train,data/synthetic/val/images/e1_000124.png,data/real/val/images/e1_000124.png,544,368
e1_000125,e1,000125,train,data/synthetic/train/images/e1_000125.png,data/real/train/images/e1_000125.png,544,368
e1_000126,e1,000126,train,data/synthetic/train/images/e1_000126.png,data/real/train/images/e1_000126.png,544,368
e1_000127,e1,000127,train,data/synthetic/train/images/e1_000127.png,data/real/train/images/e1_000127.png,544,368
